46%,Not offered,10,$25,Not offered,4.3%,"$18,129",56%,3.3,"$6,209","$6,092",N/A,N/A,"$11,797","$10,486","$35,716",250,0%,64%,No,No,6,55%,8,14%,42%,86%,76%,84%,17,N/A,453.0,1.1%,Not offered,3,2,9%,0,3,82.7%,46%,65%,29,Either SAT or ACT,"$8,709 (2016-17)",18-23,63,Selective,14:1,7,75%,65%,"1,308","$24,700 (2016-17)",1%,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10%,Not offered,184,$40,Not offered,N/A,N/A,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,212,N/A,182,N/A,N/A,N/A,N/A,N/A,232,2.4,454.0,N/A,Not offered,N/A,N/A,N/A,-4,1.7,47.8%,14%,N/A,N/A,Either SAT or ACT,"$13,491 (2015-16)",N/A,N/A,Selective,N/A,212,N/A,N/A,N/A,"$20,145 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64%,Offered at cooperating institution (University of South Florida),184,$40,Offered at cooperating institution (University of South Florida),N/A,"$31,820",82%,3.4,"$23,934","$23,726","$20,085","$28,721","$15,937","$15,393","$32,387",188,0%,52.4%,Yes,No,154,73%,86,N/A,N/A,94%,N/A,60%,136,3.6,455.0,4.6%,Not offered,N/A,N/A,77%,1,2.9,86.7%,63%,57%,110,Either SAT or ACT,"$11,336 (2016-17)",1000-1210,48,Selective,13:1,126,85%,63%,"1,789","$41,538 (2016-17)",0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29%,Not offered,47,$45,Not offered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,N/A,48,N/A,N/A,N/A,N/A,N/A,52,N/A,456.0,0%,Not offered,N/A,N/A,N/A,N/A,1.5,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,2,N/A,N/A,61,N/A,N/A,"11,212","$14,755 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60%,Offered at cooperating institution (University of Wisconsin--Madison),152,$30,Offered at cooperating institution (University of Wisconsin--Madison),8.1%,"$20,667",81%,3.4,"$17,033","$14,283",$0,$0,"$6,737","$6,037","$30,574",55,0%,79.6%,No,No,66,77%,220,13%,45%,74%,72%,81%,172,3.2,457.0,3.5%,Offered at cooperating institution (University of Wisconsin--Madison),N/A,N/A,7%,9,1.8,76.1%,51%,75%,48,Either SAT or ACT,"$9,870 (2016-17)",20-25,33,Selective,10:1,189,50%,80%,"2,678","$27,530 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47%,Not offered,124,$30,Offered on campus,4.7%,N/A,70%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,585,10%,27.2%,No,No,160,99%,153,7%,24%,N/A,N/A,N/A,148,N/A,458.0,N/A,Not offered,5,7,N/A,7,2.4,93.9%,40%,N/A,N/A,Either SAT or ACT,"$11,154 (2016-17)",16-22,N/A,Less selective,N/A,158,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21%,N/A,51,N/A,N/A,N/A,N/A,51%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,53%,56,N/A,N/A,N/A,N/A,N/A,68,N/A,459.0,N/A,N/A,N/A,N/A,N/A,0,2,82.9%,21%,N/A,N/A,Neither SAT nor ACT,"$7,282 (2015-16)",720-930,N/A,Least selective,N/A,57,N/A,N/A,N/A,"$12,525 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39%,Not offered,111,$30,Offered on campus,N/A,"$10,839",75%,3.1,"$11,099","$8,108",N/A,N/A,"$3,910","$6,802",N/A,154,3%,68.6%,No,No,5,70%,16,1%,8%,84%,N/A,N/A,75,N/A,460.0,0.1%,Not offered,N/A,N/A,9%,10,1.9,98.2%,29%,40%,64,Either SAT or ACT,"$7,601 (2016-17)",760-940,40,Least selective,15:1,138,85%,67%,"1,585",0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,35,0,0,0,0,0,0,0,0
78%,Not offered,142,$30,Not offered,16.8%,N/A,82%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,1%,63.8%,No,No,130,71%,99,31%,63%,92%,78%,N/A,96,3.2,461.0,3.3%,Not offered,0,0,33%,9,2.5,88.6%,69%,N/A,81,Either SAT or ACT,"$10,140 (2015-16)",1000-1230,50,Selective,12:1,126,85%,N/A,"1,820","$41,710 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,115,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67%,Offered at cooperating institution (Illinois Institute of Technology),64,N/A,Offered at cooperating institution (Wheaton College),8.4%,"$26,552",79%,3.4,"$24,766","$22,782",N/A,N/A,"$18,802","$14,112","$28,383",48,0%,59%,No,No,38,55%,26,23%,54%,80%,70%,73%,9,N/A,462.0,0.1%,Not offered,3,5,9%,3,3.2,66.8%,64%,75%,92,Either SAT or ACT,"$10,078 (2016-17)",21-26,77,More selective,14:1,17,25%,85%,"3,298","$35,500 (2016-17)",10%,16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55%,Offered at cooperating institution (Cornell University),147,N/A,Offered on campus,16.2%,"$31,328",76%,3.3,"$27,992","$27,161",$0,$0,"$21,855","$23,060","$27,834",80,1%,73.6%,No,No,142,76%,140,26%,61%,91%,N/A,81%,163,3.2,463.0,5.4%,Not offered,0,0,37%,-8,2.4,66.1%,63%,81%,90,Neither SAT nor ACT,"$12,000 (2016-17)",910-1130,37,Selective,12:1,170,90%,86%,"1,376","$41,900 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83%,Offered at cooperating institution (North Carolina A&T State University),4,$50,Offered at cooperating institution (North Carolina A&T State University),21.3%,"$17,966",90%,4,"$13,546","$14,124","$27,377","$28,685","$7,022","$7,162","$31,622",636,0%,51.2%,Yes,Yes,13,57%,11,24%,58%,88%,74%,43%,1,N/A,464.0,1.9%,Not offered,12,13,72%,0,4,89.4%,83%,28%,232,Either SAT or ACT,"$11,495 (2016-17)",1110-1290,100,More selective,12:1,1,80%,28%,"6,631","$33,104 (2016-17)",18%,39%,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
55%,Offered on campus,136,$50,Offered on campus,2%,"$18,528",78%,3.6,"$4,709","$4,733","$12,403","$14,373","$13,956","$10,847",N/A,185,2%,25.6%,No,No,36,69%,5,22%,53%,76%,69%,N/A,30,N/A,465.0,14.2%,Offered on campus,10,5,63%,-6,3.6,88%,61%,48%,191,Neither SAT nor ACT,"$10,826 (2016-17)",1010-1240,74,Selective,15:1,16,N/A,57%,"5,806","$33,886 (2016-17)",9%,16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0
N/A,Offered on campus,N/A,$50,Offered on campus,N/A,"$18,155",N/A,3.6,"$16,849","$14,400","$10,715","$9,649","$14,499","$12,459",N/A,539,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,81%,61%,N/A,N/A,N/A,466.0,9.6%,Not offered,6,3,77%,N/A,N/A,N/A,N/A,44%,130,Neither SAT nor ACT,"$10,228 (2016-17)",N/A,N/A,N/A,17:1,N/A,N/A,57%,"2,265","$33,826 (2016-17)",10%,18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80%,Not offered,98,$65,Not offered,6.8%,"$21,254",88%,3.6,"$20,145","$17,927",$0,$0,"$15,280","$15,503","$22,543",8,2%,66.7%,Yes,No,50,49%,26,27%,67%,73%,N/A,73%,6,N/A,467.0,7.5%,Not offered,4,3,74%,0,3.3,68.7%,80%,48%,83,Either SAT or ACT,"$16,320 (2016-17)",1100-1310,85,More selective,13:1,4,75%,49%,"4,467","$40,796 (2016-17)",2%,3%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
64%,Offered at cooperating institution (Boston University),206,$60,Offered at cooperating institution (Northeastern University),11%,"$26,071",79%,3.6,"$23,170","$20,751",N/A,N/A,"$14,720","$13,888","$37,698",17,0%,40.3%,Yes,No,226,78%,153,N/A,N/A,78%,N/A,84%,150,3.2,468.0,1.8%,N/A,0,0,45%,4,2.4,72.5%,60%,81%,58,Neither SAT nor ACT,"$14,270 (2016-17)",1030-1210,N/A,Selective,13:1,184,75%,82%,"2,201","$37,540 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38%,Not offered,30,$25,Not offered,5%,"$14,759",61%,3.3,"$11,538","$11,557","$8,585","$8,479","$4,078","$4,727","$27,952",80,0%,68.1%,No,No,28,35%,20,N/A,N/A,63%,N/A,71%,22,N/A,469.0,5.6%,Not offered,N/A,N/A,25%,5,2.5,77.9%,33%,79%,20,Either SAT or ACT,"$7,200 (2016-17)",790-1070,43,Less selective,13:1,40,30%,80%,884,"$19,330 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,470.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54%,Not offered,64,N/A,Not offered,25.3%,"$27,356",72%,3.4,"$25,667","$23,430",$0,$0,"$18,520","$17,903",N/A,325,0%,75.3%,No,Yes,116,76%,167,10%,26%,81%,N/A,N/A,192,3.4,471.0,0.1%,Not offered,9,6,34%,-2,2.6,83.5%,56%,81%,40,Either SAT or ACT,N/A,860-1090,37,Less selective,11:1,201,65%,87%,"1,117","$33,700 (2016-17)",23%,33%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89%,Offered at cooperating institution (Georgia Institute of Technology),32,$75,Offered at cooperating institution (Georgia Institute of Technology),21.5%,"$43,224",95%,3.7,"$39,927","$39,440",N/A,N/A,"$32,174","$28,745","$26,983",630,8%,60.6%,No,Yes,19,24%,17,83%,96%,96%,N/A,41%,28,4.4,472.0,16.7%,Offered at cooperating institution (Georgia Institute of Technology),17,12,78%,-4,4,95.2%,93%,39%,252,Either SAT or ACT,"$13,486 (2016-17)",1270-1490,78,Most selective,8:1,23,N/A,39%,"13,788","$47,954 (2016-17)",26%,31%,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,28,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42%,Not offered,55,$30,Not offered,9.2%,"$8,900",72%,3.3,"$5,670","$5,870","$3,137","$3,895","$2,370","$2,468","$24,863",212,7%,46.9%,No,No,101,87%,109,13%,36%,79%,65%,70%,119,N/A,473.0,8.3%,Not offered,7,5,9%,-7,2.7,97.2%,49%,54%,130,Neither SAT nor ACT,"$7,968 (2015-16)",19-25,49,Selective,18:1,92,N/A,59%,"6,094",0,11%,10%,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71%,Not offered,19,$50,Offered at cooperating institution (Massachusetts Institute of Technology),14.4%,"$20,795",83%,3.3,"$9,714","$10,915",$0,$0,"$8,670","$8,657","$41,051",235,0%,55.4%,No,No,110,73%,153,15%,44%,69%,84%,75%,21,N/A,474.0,1.6%,Not offered,N/A,N/A,53%,11,2.6,45.3%,60%,52%,60,Neither SAT nor ACT,"$14,500 (2016-17)",980-1170,61,Selective,14:1,41,90%,55%,"4,890","$31,312 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
62%,Not offered,147,$25,Not offered,15.7%,"$23,800",69%,N/A,"$6,400","$6,400",N/A,N/A,N/A,N/A,"$10,770",90,0%,77.8%,N/A,N/A,137,64%,216,17%,31%,93%,48%,71%,177,3.4,475.0,0%,Not offered,0,0,N/A,-3,2.2,91%,65%,100%,N/A,Either SAT or ACT,"$10,900 (2016-17)",880-1110,N/A,Selective,14:1,161,N/A,100%,761,"$34,560 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,476.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51%,Not offered,17,N/A,Not offered,17.3%,"$16,411",68%,3.2,"$14,171","$12,336",$0,$0,"$9,260","$7,857","$32,151",64,1%,74.6%,No,No,34,65%,29,19%,35%,73%,95%,85%,21,N/A,477.0,0.9%,Not offered,6,3,5%,2,2.6,78.1%,49%,75%,53,Either SAT or ACT,"$9,100 (2016-17)",18-29,58,Selective,12:1,25,70%,84%,695,"$21,120 (2016-17)",25%,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48%,Not offered,124,N/A,Offered at cooperating institution (Missouri State University),N/A,"$16,542",72%,N/A,"$12,568","$11,704","$7,571","$7,208","$5,867","$4,879","$34,710",80,N/A,N/A,No,No,137,62%,49,N/A,N/A,N/A,N/A,76%,103,N/A,478.0,0.7%,Not offered,N/A,N/A,N/A,-5,2.2,N/A,53%,83%,40,Either SAT or ACT,"$7,882 (2016-17)",20-26,N/A,Selective,14:1,74,80%,85%,"1,958","$21,956 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Not offered,51,$50,Not offered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0%,97%,No,No,11,97%,34,N/A,N/A,68%,N/A,N/A,N/A,N/A,479.0,0%,Not offered,0,0,42%,N/A,2.3,69.6%,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,Least selective,10:1,71,N/A,N/A,"1,420","$15,848 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54%,Not offered,48,$50,Not offered,4.6%,"$12,714",70%,3,"$8,832","$9,936","$3,055","$2,909","$6,435","$5,330","$21,131","1,000",12%,35.8%,No,No,69,98%,51,9%,25%,96%,N/A,58%,43,N/A,480.0,0.3%,Not offered,N/A,N/A,25%,4,3.2,87.6%,50%,58%,83,Either SAT or ACT,"$9,360 (2016-17)",940-1190,48,Selective,22:1,61,80%,55%,"4,190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,5,4,17
N/A,Not offered,141,$80,Not offered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,176,N/A,164,N/A,N/A,N/A,N/A,N/A,169,N/A,481.0,N/A,Not offered,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,15,N/A,N/A,174,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82%,Offered at cooperating institution (Yale University),19,$60,Offered at cooperating institution (University of New Haven),14.3%,"$35,269",88%,3.4,"$25,764","$24,472","$23,059","$24,502","$13,543","$13,527","$38,780",200,1%,42.6%,Yes,Yes,6,65%,7,31%,69%,94%,77%,68%,6,N/A,482.0,2.5%,Not offered,N/A,N/A,72%,3,3.5,71.9%,79%,45%,90,Neither SAT nor ACT,"$13,860 (2016-17)",1100-1270,96,More selective,12:1,6,95%,49%,"5,138","$46,000 (2016-17)",0,0,29,0,24,0,0,0,0,20,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53%,Offered at cooperating institution (New Jersey Institute of Technology),165,$40,Offered at cooperating institution (Seton Hall University),3.8%,N/A,76%,3.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266,1%,68.7%,No,No,23,65%,73,15%,41%,84%,N/A,N/A,132,N/A,483.0,4.7%,Not offered,7,9,14%,0,3,55.9%,53%,N/A,N/A,Either SAT or ACT,"$12,756 (2015-16)",910-1130,57,Selective,14:1,81,N/A,N/A,"12,046","$36,910 (2015-16)",0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34%,Offered at cooperating institution (West Virginia University),136,N/A,Offered at cooperating institution (West Virginia University),1.9%,"$8,934",63%,3.3,"$6,596","$6,198","$5,315","$6,142","$6,272","$5,593","$26,906",120,5%,53.8%,No,No,132,66%,109,10%,33%,62%,N/A,65%,118,N/A,484.0,2.4%,Not offered,3,4,9%,0,2.4,77.4%,34%,63%,81,Either SAT or ACT,"$8,766 (2016-17)",18-23,N/A,Selective,15:1,87,20%,69%,"4,041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Not offered,N/A,$45,Not offered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,485.0,N/A,Not offered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Either SAT or ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
